[ 2017-05-02T16:57:27+08:00 ] 127.0.0.1 /text/deleteImg.html
[ 2017-05-02T16:57:27+08:00 ] /text/deleteImg.html | INFO: Tag[ route_check ] --START--
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8] Undefined variable: pageseo d850329c6a16382756a9488f55ae8ca6.php 第 8 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8] Undefined variable: pageseo d850329c6a16382756a9488f55ae8ca6.php 第 9 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8] Undefined variable: pageseo d850329c6a16382756a9488f55ae8ca6.php 第 10 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [8] Undefined index: username d850329c6a16382756a9488f55ae8ca6.php 第 95 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 230 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 239 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 249 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 258 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 267 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 267 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 267 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 267 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 267 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 276 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 276 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 276 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 276 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 285 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 285 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 285 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 285 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 285 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 294 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 294 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 294 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 294 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | NOTIC: [2048] Only variables should be passed by reference d850329c6a16382756a9488f55ae8ca6.php 第 294 行.
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run ParseTemplate Behavior [ RunTime:0.115801s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.115839s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Tag[ view_filter ] --START--
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run ContentReplace Behavior [ RunTime:0.000471s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run TokenBuild Behavior [ RunTime:0.000287s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000140s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run ShowRuntime Behavior [ RunTime:0.000286s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001250s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Tag[ view_end ] --START--
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002252s ]
[ 2017-05-02T16:57:32+08:00 ] /Text/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.002302s ]

[ 2017-05-02T16:57:33+08:00 ] 127.0.0.1 /text/deleteImg.html
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Tag[ route_check ] --START--
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Run CheckRoute Behavior [ RunTime:0.000324s ]
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000378s ]
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Tag[ app_begin ] --START--
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000239s ]
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000261s ]
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | NOTIC: [2] Missing argument 5 for Action::ajaxReturn(), called in E:\project\www.dhgj.com\www\Lib\Action\TextAction.class.php on line 122 and defined Action.class.php 第 305 行.
[ 2017-05-02T16:57:33+08:00 ] /text/deleteImg.html | NOTIC: [8] Undefined variable: pagestring Action.class.php 第 310 行.

[ 2017-05-02T16:57:34+08:00 ] 127.0.0.1 /Text/index
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Tag[ route_check ] --START--
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Run CheckRoute Behavior [ RunTime:0.001112s ]
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.001387s ]
[ 2017-05-02T16:57:33+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2017-05-02T16:57:33+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead common.php 第 66 行.
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Tag[ app_begin ] --START--
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000330s ]
[ 2017-05-02T16:57:33+08:00 ] /Text/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000364s ]
[ 2017-05-02T16:57:34+08:00 ] /Text/index | INFO: Tag[ view_template ] --START--
[ 2017-05-02T16:57:34+08:00 ] /Text/index | INFO: Run LocationTemplate Behavior [ RunTime:0.000304s ]
[ 2017-05-02T16:57:34+08:00 ] /Text/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.000346s ]
[ 2017-05-02T16:57:34+08:00 ] /Text/index | INFO: Tag[ view_parse ] --START--
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2017-05-02T16:57:34+08:00 ] /Text/index | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
